ID;createdAt;createdBy;title;prio;descr;miti_id;impact
31C9C50B-2327-8AB9-9777-1F75007406FB;2019-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;1;Repeated SAL violation on service delivery for two successive quarters;4F74F35E-3D2F-7D8B-7CD0-849329A91449;84000
31D6A597-6B46-A561-6B4D-3A1296799B78;2019-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;2;Repeated SAL violation on service delivery for two successive quarters;3BB49529-300D-13C8-3245-12B549568602;13000
31DE7CA6-9EE7-8A24-68EA-69F2DEE229FA;2019-01-25;max.mustermann@muster.com;Shipment violating export control;1;Repeated SAL violation on service delivery for two successive quarters;6478A19D-605E-38D4-777D-94D4F63C23A1;90000
31F0585C-229A-09CC-A54B-3648529D0B0F;2019-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;1;Repeated SAL violation on service delivery for two successive quarters;9DE5D670-971D-6428-7562-F7689DEF7769;73000
32022593-9A15-1A8D-66C3-AB91D6C2A2CB;2019-01-25;max.mustermann@muster.com;CFR non-compliance;1;Recent restructuring might violate CFR code 71;E6512F4B-8CE0-7E7F-7CD1-08E7587189DB;11000
32784777-81BC-5CEC-47EA-920EE0153A40;2020-01-25;max.mustermann@muster.com;Shipment violating export control;1;Recent restructuring might violate CFR code 71;59ACBC65-461E-2472-87CD-57D73ACA7789;59000
32A4F21E-9EDB-75FB-9024-64CFC1318E23;2020-01-25;max.mustermann@muster.com;CFR non-compliance;3;Violation of export and trade control with unauthorized downloads;A5638F31-620A-1E07-30F4-7CD5B8824B5A;70000
32D6E4B0-742F-962D-141F-7715970B5C56;2020-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;2;Recent restructuring might violate CFR code 71;13169C19-72BB-14ED-8D22-5866F2AD8FAE;76000
32E626E9-8E46-06BB-8D50-9532E52C89A8;2021-01-25;max.mustermann@muster.com;CFR non-compliance;2;Violation of export and trade control with unauthorized downloads;FF2AD757-74A6-82F7-9EF1-984E87763610;47000
32EEE446-2B6B-5E59-05EA-C02206CB9580;2020-01-25;max.mustermann@muster.com;Shipment violating export control;2;Violation of export and trade control with unauthorized downloads;AB8C7AC1-A187-302C-60FB-786992507C33;79000
33006336-1A99-7129-1034-01B1FB32141B;2020-01-25;max.mustermann@muster.com;Shipment violating export control;2;Repeated SAL violation on service delivery for two successive quarters;2063686F-A6A6-A32E-7D22-E9DCDFDB3103;33000
336FDA57-4DD9-4D39-5220-74316289325D;2019-01-25;max.mustermann@muster.com;Shipment violating export control;1;Violation of export and trade control with unauthorized downloads;633B2C97-63DD-58E8-A673-B788E2BD5772;51000
33758E65-7712-64DF-46E9-A7A7B96D90F9;2021-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;2;Repeated SAL violation on service delivery for two successive quarters;967C72D6-1AAF-A73D-7B69-7A17D1E7909C;98000
338B5B80-6697-1E77-4858-254038EB5A6D;2021-01-25;max.mustermann@muster.com;Shipment violating export control;1;Recent restructuring might violate CFR code 71;9C20D505-8972-0A14-28F0-DECA970A9511;93000
33B1D5A9-4EB0-3EAE-8240-9C610F3230E5;2019-01-25;max.mustermann@muster.com;CFR non-compliance;3;Recent restructuring might violate CFR code 71;B8E3053D-71AC-521A-839D-6425191865D8;42000
33DBB570-5294-51BD-9520-5F09E57E1921;2020-01-25;max.mustermann@muster.com;Shipment violating export control;1;Recent restructuring might violate CFR code 71;6CFB8FEB-3C29-A4DC-9917-68CAB4AB7BD;50000
33ECA2DC-5981-3D5A-30F6-842E957715E7;2019-01-25;max.mustermann@muster.com;Shipment violating export control;2;Recent restructuring might violate CFR code 71;78A9A31E-0922-5AFF-3F7A-431E25F15C34;59000
34055905-64C8-50B0-529A-DB963B2F467E;2019-01-25;max.mustermann@muster.com;CFR non-compliance;1;Violation of export and trade control with unauthorized downloads;E2171C81-98C2-7868-91CF-9022AC732369;95000
3432F156-4737-0025-8DA0-4265146E7BDF;2021-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;3;Repeated SAL violation on service delivery for two successive quarters;8EFB8D42-95FB-46ED-A1A0-B01CE099729E;29000
343C02F8-87E9-446A-6D67-E421E98B9622;2020-01-25;max.mustermann@muster.com;Shipment violating export control;2;Recent restructuring might violate CFR code 71;DF782C62-47DE-305E-3650-BCE1E10E2FBC;92000
344B3D9D-9E3E-2A41-412C-A693AC8376B6;2019-01-25;max.mustermann@muster.com;CFR non-compliance;2;Repeated SAL violation on service delivery for two successive quarters;29EBFFC1-3103-13E7-0BCD-2CABD7B0228E;78000
345148D8-800E-A784-0AE1-73F559BA2EE6;2021-01-25;max.mustermann@muster.com;Shipment violating export control;1;Repeated SAL violation on service delivery for two successive quarters;7A59AB5A-344C-6B6F-8217-826A2CE03CA8;46000
3451F878-0218-18A2-2107-732E88DDA6FA;2020-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;2;Recent restructuring might violate CFR code 71;151133B3-9547-728F-38FF-682AE8C0803B;34000
3492B6B0-8C80-264F-2A53-2E066D147739;2019-01-25;max.mustermann@muster.com;Shipment violating export control;1;Repeated SAL violation on service delivery for two successive quarters;D8A99ABD-239B-5CCD-7D42-5355FF992D05;50000
34B1A0E5-65C4-70E6-37B5-6C98476854A6;2019-01-25;max.mustermann@muster.com;Shipment violating export control;3;Recent restructuring might violate CFR code 71;C14FE586-9408-4FD1-4915-E5F71728649E;68000
34C67D57-141C-15CB-4560-35C66CBC4BCC;2021-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;2;Repeated SAL violation on service delivery for two successive quarters;CABF0973-5186-49C0-1684-A0524F4F3276;100000
34E16036-53A5-7CFF-89AB-545B70124AD6;2020-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;3;Repeated SAL violation on service delivery for two successive quarters;89CC3949-5702-4841-605C-BF0C5251926F;46000
34E3D568-6734-5727-1453-4E318A9F4129;2020-01-25;max.mustermann@muster.com;Shipment violating export control;2;Violation of export and trade control with unauthorized downloads;DCE7E2C8-3F0B-8FBD-9550-9A025E352DEC;91000
350A15E1-937D-4EAD-97F1-4D6CDEC32CA0;2019-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;3;Violation of export and trade control with unauthorized downloads;1B23E828-1E3F-4959-4F86-68FF389464E5;30000
3522EF03-3B7B-9958-8823-3399C2990E6D;2020-01-25;max.mustermann@muster.com;CFR non-compliance;2;Repeated SAL violation on service delivery for two successive quarters;C08219C4-0672-0621-3FDA-80273F3A39DA;97000
354177A7-6848-2048-69FC-2BCD073A7CFC;2020-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;2;Recent restructuring might violate CFR code 71;5F83CAB3-69F1-89E8-A76D-7BA2D5608C6A;82000
357E6847-49BA-9D45-2A44-0FBD13F03FD7;2020-01-25;max.mustermann@muster.com;Shipment violating export control;2;Repeated SAL violation on service delivery for two successive quarters;3834BE54-9046-4D20-1950-0FDD6F2E34B2;11000
358845E5-089A-03D7-48B5-67F05B269FA6;2021-01-25;max.mustermann@muster.com;Shipment violating export control;2;Violation of export and trade control with unauthorized downloads;E1AE9DE1-33BA-9FE4-3B35-09361B0057D0;82000
3598ECB1-2F2C-0B52-2886-34029C950AAF;2020-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;2;Recent restructuring might violate CFR code 71;7074DDB2-220C-3501-6B32-A541D7A413DD;74000
35A022B0-9291-5B10-10B0-B5DCFC395638;2019-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;1;Violation of export and trade control with unauthorized downloads;C8DBEF91-58C8-A72E-711B-096F6B3899E5;33000
35A4B747-749F-4F41-35F4-993041EE9CEE;2021-01-25;max.mustermann@muster.com;CFR non-compliance;2;Repeated SAL violation on service delivery for two successive quarters;3CF7A95C-545D-930D-6077-B11D1F009D66;51000
35AB8A63-9FFF-1604-2DA0-60D74D63A0A5;2019-01-25;max.mustermann@muster.com;Shipment violating export control;3;Repeated SAL violation on service delivery for two successive quarters;5C92411A-46AA-2B96-74B3-6E6EF15681E1;62000
35D6D453-49C2-8BEA-542E-3C75AE1C8A77;2019-01-25;max.mustermann@muster.com;CFR non-compliance;2;Repeated SAL violation on service delivery for two successive quarters;B5F61941-281C-0055-7984-2A49AF3B8307;86000
35E49ED5-9469-34AB-920A-58193C3554EC;2020-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;2;Recent restructuring might violate CFR code 71;A608A19C-0382-7D41-2B35-5F17A38944F2;90000
36031C21-2BFD-5367-4A7B-50EEB38F9BA7;2020-01-25;max.mustermann@muster.com;Shipment violating export control;1;Recent restructuring might violate CFR code 71;B62444BB-5FAD-75FB-9FB9-475DF2979D7C;16000
364897D3-15BC-41AD-7DB6-12B9E53E071E;2019-01-25;max.mustermann@muster.com;Shipment violating export control;3;Repeated SAL violation on service delivery for two successive quarters;A114BE87-A071-6641-A76E-1440241E48D0;45000
36515991-8A5C-24FD-9169-B1F8B5E44FE6;2019-01-25;max.mustermann@muster.com;Shipment violating export control;1;Repeated SAL violation on service delivery for two successive quarters;477EFDD0-03C1-9F81-3047-ED126DF55F71;26000
365E079D-03A2-1724-2CEC-D2042BF95E29;2019-01-25;max.mustermann@muster.com;Shipment violating export control;3;Repeated SAL violation on service delivery for two successive quarters;33D9B62F-41BF-3980-5693-CEB72A858909;35000
36688FA1-27A3-4FD7-31E8-80358141361A;2019-01-25;max.mustermann@muster.com;Shipment violating export control;1;Recent restructuring might violate CFR code 71;E9FBE926-873A-6CDD-0B69-8488A8EF3AD2;73000
366DBB31-9361-8E95-08BB-99002E0F1628;2020-01-25;max.mustermann@muster.com;CFR non-compliance;2;Recent restructuring might violate CFR code 71;BBB53469-6A52-7A98-7F79-3EAE7349183E;91000
367A4122-63D3-9312-86FF-54B1317C42C1;2020-01-25;max.mustermann@muster.com;Shipment violating export control;2;Violation of export and trade control with unauthorized downloads;A6441213-4E1A-00B3-12D6-D0F7030E8E07;11000
36D5BC78-7E70-36B7-70D2-D84DDF9F57A3;2019-01-25;max.mustermann@muster.com;Shipment violating export control;2;Recent restructuring might violate CFR code 71;71D845FE-25EF-2323-38EA-3A45DE9F9250;100000
37461B04-784E-7D40-71A6-CB105D3C0D3C;2020-01-25;max.mustermann@muster.com;CFR non-compliance;3;Repeated SAL violation on service delivery for two successive quarters;DBB94DEA-020D-5D9B-A7B7-43FC9FB382B5;58000
37535613-52E4-9D30-5283-73CA241E6B38;2021-01-25;max.mustermann@muster.com;Shipment violating export control;2;Repeated SAL violation on service delivery for two successive quarters;86F33466-6220-A4EB-425C-6D1B5ECB7341;17000
37D1B785-40F8-85EC-3FB0-1786B40523AF;2020-01-25;max.mustermann@muster.com;CFR non-compliance;1;Repeated SAL violation on service delivery for two successive quarters;160E2B2A-72B3-75B5-9959-073FA226F23;52000
37FDD8BA-2E2E-9DC6-1C82-08A9E6705A4A;2020-01-25;max.mustermann@muster.com;Shipment violating export control;2;Recent restructuring might violate CFR code 71;F39EB304-8C23-62A9-9E77-FD4208C28EE2;56000
381A8AAA-5965-615F-09C8-D62BBCE78B68;2020-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;3;Repeated SAL violation on service delivery for two successive quarters;859D87E8-0FA8-6B2C-4D3B-85140D7681A9;82000
385416FD-19BF-67AB-807F-FF85AAE15C9A;2019-01-25;max.mustermann@muster.com;Shipment violating export control;3;Recent restructuring might violate CFR code 71;2A291F12-28CE-7699-5A45-25247A39F65;44000
3880389A-48EE-5F28-8CE9-A0591E5D8BCB;2019-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;1;Recent restructuring might violate CFR code 71;D95AD6C6-857A-4C06-66C2-7CFF9B6DF27;45000
38F9A075-9A4B-6974-77A5-59755CD848E1;2019-01-25;max.mustermann@muster.com;CFR non-compliance;3;Repeated SAL violation on service delivery for two successive quarters;751C9AE6-181A-042D-0AB0-F2125A5F9DD3;98000
38FDB687-3701-6BEF-6C26-C689C5111A80;2019-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;1;Recent restructuring might violate CFR code 71;5F4CFDCC-A71C-91C2-4121-893C664683BF;45000
390B9C34-3618-0C26-6390-DF6FD5DA0F02;2019-01-25;max.mustermann@muster.com;Shipment violating export control;3;Repeated SAL violation on service delivery for two successive quarters;3016FDC0-82CB-6F39-54EA-2B4569025CC8;26000
391A9212-0B98-32BF-A268-8150B79D39CD;2020-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;2;Recent restructuring might violate CFR code 71;8FDD3176-1491-4479-63E8-26FA150987F8;21000
3935C73E-1C6D-662A-7710-5B471B47285B;2019-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;3;Repeated SAL violation on service delivery for two successive quarters;F902C1BA-1539-6D6B-0A1F-B23E1AD98FA5;40000
395A370E-9452-6FFF-38B9-2C24926A6741;2019-01-25;max.mustermann@muster.com;Shipment violating export control;3;Repeated SAL violation on service delivery for two successive quarters;ACA5781C-3E6F-9518-5695-070A6FD346FD;90000
396A63EE-45C9-4F2E-3264-371D61C62949;2019-01-25;max.mustermann@muster.com;Shipment violating export control;2;Violation of export and trade control with unauthorized downloads;9B21FC96-4CD7-0E3D-4698-895D39222B9A;96000
39797107-40AF-6CB7-31B4-6CC179938355;2021-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;3;Recent restructuring might violate CFR code 71;A1B608FA-115D-593F-4E60-59387D358CD2;21000
39985978-1E9A-38AF-5E90-76B5433D3D90;2021-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;3;Violation of export and trade control with unauthorized downloads;0054D958-A223-5DB7-4445-D8E62A9929BD;46000
39CBED68-9795-80EE-3F43-21BCE2A158E7;2021-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;1;Violation of export and trade control with unauthorized downloads;C1FED0EA-0A6E-3709-A667-564A099E72DA;60000
39CC1C52-50E2-2F71-8E15-D0EA44FF90BC;2019-01-25;max.mustermann@muster.com;CFR non-compliance;2;Violation of export and trade control with unauthorized downloads;32A45E80-05C9-69A2-325F-C191D6199ADC;20000
39EA0150-941D-3B0F-4CC3-E443E1907B66;2019-01-25;max.mustermann@muster.com;CFR non-compliance;2;Repeated SAL violation on service delivery for two successive quarters;2A0857CA-5016-13B1-486E-2CEEB9E375AF;47000
39FA3CE4-3484-974B-5F38-BEE43814A433;2019-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;1;Violation of export and trade control with unauthorized downloads;483A9978-5134-880E-5378-B9CB2FFA738B;24000
3A233C14-4F50-A56C-8D48-40719CCD4C20;2020-01-25;max.mustermann@muster.com;CFR non-compliance;2;Violation of export and trade control with unauthorized downloads;0E98B42D-4154-86B3-310B-C533FAAE27D8;41000
3A4067C3-A6E4-4CD5-A25F-A1D38B1F839D;2021-01-25;max.mustermann@muster.com;Shipment violating export control;1;Violation of export and trade control with unauthorized downloads;BD3CE94D-3F16-3E87-58FA-3DE357697FB6;46000
3A42242E-06AC-0464-68EA-EB3060E057E8;2019-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;2;Recent restructuring might violate CFR code 71;093EC7D0-837C-9FB6-53BE-B307805C13E8;50000
3A7D72C2-85A8-0B26-7F18-4C3216A799CB;2021-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;3;Repeated SAL violation on service delivery for two successive quarters;96431DFE-22DE-5C4E-7433-441D002839A9;28000
3A8E04A8-8C17-94D7-5386-8660DEB67108;2019-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;3;Repeated SAL violation on service delivery for two successive quarters;5D0C1468-6E20-92E2-0EE2-2C0A028D1504;35000
3AB43767-73FA-0C2F-94B7-F55C190B2AC9;2020-01-25;max.mustermann@muster.com;Shipment violating export control;3;Repeated SAL violation on service delivery for two successive quarters;B51D4677-453F-2E9C-0263-A008E7818493;31000
3AF1A94F-654C-8AE8-120E-F97A4ADA664E;2021-01-25;max.mustermann@muster.com;Shipment violating export control;2;Repeated SAL violation on service delivery for two successive quarters;3885FD33-6E11-5690-6D2B-B215F0C54F0E;37000
3AF35806-5BC2-9DDD-9915-470CF61D571A;2019-01-25;max.mustermann@muster.com;CFR non-compliance;2;Repeated SAL violation on service delivery for two successive quarters;66ED9848-8C73-365F-4AE0-BCB9F90549CC;50000
3B25A550-4C1A-607C-301F-B9FA60820ABF;2019-01-25;max.mustermann@muster.com;CFR non-compliance;3;Repeated SAL violation on service delivery for two successive quarters;0CB6E4CB-21B7-1332-9BD8-81D6FEF23AC4;21000
3B2CB0C8-026B-6C05-9EC0-A0D4B339040A;2021-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;2;Recent restructuring might violate CFR code 71;3955B4A6-5BCA-23EE-9374-01944F823A8D;83000
3B579470-5C1B-0A41-447C-22E5D44DA5C9;2020-01-25;max.mustermann@muster.com;CFR non-compliance;3;Recent restructuring might violate CFR code 71;3175FB6C-9928-46F4-625E-C87C79D884CB;97000
3B781B77-6477-43FD-1143-ADB453FF3509;2021-01-25;max.mustermann@muster.com;Shipment violating export control;1;Violation of export and trade control with unauthorized downloads;0E04470F-04CA-992C-814C-BA1F76D4180C;11000
3C0573FE-9912-5A32-244B-DCB257182BBB;2019-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;2;Recent restructuring might violate CFR code 71;C37D08FE-1D59-7F23-152E-58D6F17D22E5;34000
3C16DAF0-48AD-6C8A-6D1B-6654C1449259;2019-01-25;max.mustermann@muster.com;CFR non-compliance;2;Repeated SAL violation on service delivery for two successive quarters;CC7C0E95-5AC9-2777-43B4-591EFD179CA6;53000
3C7274DD-7BDD-7926-2296-D03E339F56F6;2020-01-25;max.mustermann@muster.com;CFR non-compliance;2;Recent restructuring might violate CFR code 71;D29627AF-0F1F-828E-4B43-67AA384E686;21000
3CC6CFE8-17EF-303E-4D0C-2D149EFF4B94;2021-01-25;max.mustermann@muster.com;CFR non-compliance;2;Violation of export and trade control with unauthorized downloads;D8F0986D-393B-6AC6-1576-3E77071B7A2;94000
3CEF95A3-76B7-1E07-31E8-08B12515A420;2019-01-25;max.mustermann@muster.com;Shipment violating export control;2;Violation of export and trade control with unauthorized downloads;406B8970-2015-9588-9662-429C7C4C8E90;100000
3CF799DA-8E34-57F0-1D37-7DCA73A11848;2021-01-25;max.mustermann@muster.com;CFR non-compliance;1;Violation of export and trade control with unauthorized downloads;036E5D2A-1CAD-7A12-6FA2-E10BE3C796CF;87000
3D34EA3F-4109-5870-00F9-E6BCF2964A4C;2019-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;2;Recent restructuring might violate CFR code 71;08BCCDD0-18B8-452A-0BFE-5BB482C63322;46000
3D6138C3-41C4-5382-54A2-D7938E14711E;2020-01-25;max.mustermann@muster.com;CFR non-compliance;3;Recent restructuring might violate CFR code 71;F2347F22-1438-9BA7-6ACB-219DA57D2CFA;48000
3D6C35E8-23FE-149E-2996-8D7181909CFC;2021-01-25;max.mustermann@muster.com;Shipment violating export control;1;Violation of export and trade control with unauthorized downloads;E4038278-825E-6630-8F83-E259164C77A9;34000
3D8A1C3E-94CA-2ECA-67BA-04279F3B8A94;2019-01-25;max.mustermann@muster.com;CFR non-compliance;2;Violation of export and trade control with unauthorized downloads;E6BDF024-75A2-7CAD-A1F3-5FBB0A186302;42000
3D94183C-1A23-92B9-612B-9156B30C0986;2020-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;3;Repeated SAL violation on service delivery for two successive quarters;9DAEC03E-8BAB-16B8-9B93-D4C159C72C1B;47000
3DCC12CD-0406-8977-95DE-BB3EF9385A62;2019-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;1;Recent restructuring might violate CFR code 71;EEA090D3-2148-7E40-3CA2-0C75A7059CD1;95000
3DE67C9B-6C64-5078-45DD-229BB5CC1FF8;2020-01-25;max.mustermann@muster.com;CFR non-compliance;1;Repeated SAL violation on service delivery for two successive quarters;DEED0A11-40B5-85B0-76C0-AD705A719A2F;43000
3DF47764-8D50-8198-656F-109D4C030591;2021-01-25;max.mustermann@muster.com;CFR non-compliance;3;Repeated SAL violation on service delivery for two successive quarters;050FB01B-2062-0248-7708-27F897BB3690;38000
3DF6DBBC-1993-7AEB-5780-32B9AA62A5F4;2021-01-25;max.mustermann@muster.com;Shipment violating export control;3;Violation of export and trade control with unauthorized downloads;32C9CAE9-676B-3764-96D4-C3999361A50;57000
3E18D37A-404A-5ABF-73F7-E40DB8BC413C;2019-01-25;max.mustermann@muster.com;Shipment violating export control;1;Repeated SAL violation on service delivery for two successive quarters;8314696D-4CEF-8E50-3077-4A5056B01F50;77000
3E3228DE-A0F8-97CB-8310-289EC1176ACC;2019-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;2;Repeated SAL violation on service delivery for two successive quarters;A97F72F5-152B-50EC-7101-DE62E30DA4E2;23000
3E57F665-7D4A-3089-0E93-8EBFE22E4E85;2019-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;1;Recent restructuring might violate CFR code 71;757AF68B-1593-683E-2767-F4ACC6434BE7;54000
3E582314-2725-2C1C-9885-EEAB521295C8;2019-01-25;max.mustermann@muster.com;Shipment violating export control;3;Repeated SAL violation on service delivery for two successive quarters;B261117B-2A9E-0A7C-72E5-7450F098347B;55000
3E6D41DF-750F-87F4-9208-DEB9EA226EF9;2021-01-25;max.mustermann@muster.com;Shipment violating export control;1;Violation of export and trade control with unauthorized downloads;53DAE05C-2591-7E0A-00BA-374C67ED155B;78000
3E80CE1C-8F64-5A17-6150-344FE7B55837;2021-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;2;Violation of export and trade control with unauthorized downloads;883EA89B-1FB1-2C31-A510-95BDF9AD2C0C;91000
3E8B351B-1AD6-7185-9982-180AEE7A5F14;2021-01-25;max.mustermann@muster.com;CFR non-compliance;1;Recent restructuring might violate CFR code 71;14E49560-7F8B-8D83-6210-A03D69C2900E;84000
3E9FE375-18A7-8A38-9472-027BA2E8A678;2019-01-25;max.mustermann@muster.com;CFR non-compliance;2;Repeated SAL violation on service delivery for two successive quarters;29EE936B-68E6-7B8D-A7B2-001D508CA379;38000
3EA8DB9A-5500-67B1-2B96-131271889851;2019-01-25;max.mustermann@muster.com;Shipment violating export control;3;Violation of export and trade control with unauthorized downloads;8B50D2B4-8F93-4460-6019-E02843FC5120;21000
3F301FF0-9E39-2A55-7148-F3CB4C708437;2020-01-25;max.mustermann@muster.com;Shipment violating export control;2;Recent restructuring might violate CFR code 71;B72F3782-A6C2-4B01-8ADA-8C8DC8FD360E;77000
3F3A5C97-6149-3A61-6E72-AEE77A9405CD;2020-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;1;Violation of export and trade control with unauthorized downloads;6E7F9F64-0CB4-6309-42D0-13A96D276576;93000
3F5CAE40-5A68-0CCB-8A33-CFBE45E08C2B;2021-01-25;max.mustermann@muster.com;Shipment violating export control;3;Recent restructuring might violate CFR code 71;71436959-3CD0-5BF7-5453-C6E684FF31B2;39000
3FCD2B16-4FD2-883C-8725-E1A64F25829D;2019-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;1;Repeated SAL violation on service delivery for two successive quarters;038D073C-257B-8BD7-9956-833A3D0B3B81;48000
4001F65D-4CE0-8F08-57A4-DBF65DD46BEE;2020-01-25;max.mustermann@muster.com;CFR non-compliance;2;Repeated SAL violation on service delivery for two successive quarters;B368AD76-09B1-36CA-0684-713CBEC364;81000
40114064-2A8F-58CD-286C-997073C42178;2019-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;3;Recent restructuring might violate CFR code 71;3CEA8DF7-54BF-754F-184C-6BC762CE1671;24000
401E6A1A-8FF2-637B-09B5-0FE54DC063FE;2021-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;1;Recent restructuring might violate CFR code 71;B5D07CD6-9A05-65D0-5033-38514F58A014;91000
402E3A69-77F4-3DEB-44AE-0CF66F79272F;2019-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;1;Violation of export and trade control with unauthorized downloads;86F6ED2F-1704-3CBF-4D68-A8267EE89BC8;72000
405146D0-8D81-12C8-9C70-D7C3A41E1686;2021-01-25;max.mustermann@muster.com;Shipment violating export control;3;Repeated SAL violation on service delivery for two successive quarters;41D8CDB2-9DE6-91EF-4FB0-26FFA2C8376;29000
40A0A329-69F9-5ACF-50BC-45340F603D27;2019-01-25;max.mustermann@muster.com;CFR non-compliance;1;Repeated SAL violation on service delivery for two successive quarters;759FA472-1B52-09FF-0FF3-FBF333F2339;39000
40BD1105-3767-A613-5A43-17423B3E5595;2020-01-25;max.mustermann@muster.com;CFR non-compliance;1;Violation of export and trade control with unauthorized downloads;A4D9D671-1427-9790-94F5-D70EF71C1BAF;40000
40C4489B-6FC2-65B4-6307-ED9B9C8B10EF;2021-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;1;Violation of export and trade control with unauthorized downloads;8CF8D11B-56C9-A2AD-8CA8-ACB76765A16D;22000
40C98FB6-0B69-4FF7-5B9A-D3B9E87521BA;2020-01-25;max.mustermann@muster.com;Shipment violating export control;1;Recent restructuring might violate CFR code 71;C5A703B0-8AC1-2B4F-7AF6-C21C8D741610;10000
40DE8D44-71A8-4441-26B6-CB859E391AF2;2021-01-25;max.mustermann@muster.com;Shipment violating export control;3;Recent restructuring might violate CFR code 71;059F380F-3898-92C6-6A49-85F2A096A01B;10000
40F5DFB9-2184-37D8-5CD5-CEB335AA72D2;2020-01-25;max.mustermann@muster.com;CFR non-compliance;3;Repeated SAL violation on service delivery for two successive quarters;91427400-6DE4-4258-9421-CEA650A36D76;59000
41283246-2522-2FDB-55D1-BD2B99D11C1B;2019-01-25;max.mustermann@muster.com;Shipment violating export control;2;Recent restructuring might violate CFR code 71;E6979C5C-4FCB-19E6-1043-9E9872A37D2E;57000
41543532-8200-13F0-1472-1AB8BE298F77;2021-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;3;Recent restructuring might violate CFR code 71;B18E83B2-2F56-8D48-55D8-EA34096F2FC8;24000
41C27963-4BCB-2338-848E-747E4570A0A2;2021-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;3;Recent restructuring might violate CFR code 71;20518F89-8FF6-224F-68D4-4AB9A7AF5F86;96000
421A3FAC-07AE-9B1B-2676-BE39C741169D;2019-01-25;max.mustermann@muster.com;Shipment violating export control;3;Recent restructuring might violate CFR code 71;C6D866EC-9A73-66C5-7344-5EFE0FD598C7;90000
425413B4-7001-7563-8751-33BDC5826632;2019-01-25;max.mustermann@muster.com;SLA violation with possible termination cause;2;Recent restructuring might violate CFR code 71;896F0D64-1B9B-2ECA-6063-92E1627E8E62;74000
4273F8DC-81A7-137F-570F-2FE339B159EA;2021-01-25;max.mustermann@muster.com;CFR non-compliance;2;Violation of export and trade control with unauthorized downloads;2CDE6AF7-2581-4F9D-70F2-83FCC05A8E62;64000
429E5BF0-9C98-5073-0D84-6993AA869E8A;2021-01-25;max.mustermann@muster.com;CFR non-compliance;2;Recent restructuring might violate CFR code 71;A3E9F251-7A98-25A0-8FF4-FC3F80F26EB9;63000
42D08A77-0178-6D42-703F-17C3D7DA6F18;2021-01-25;max.mustermann@muster.com;CFR non-compliance;2;Violation of export and trade control with unauthorized downloads;93B079A6-6D56-2BBD-7C94-4E7991111C68;93000
42F8BDE1-4A8F-0870-15CC-B1C546BC687C;2020-01-25;max.mustermann@muster.com;Shipment violating export control;1;Recent restructuring might violate CFR code 71;AB5F1FC7-43ED-016E-0746-34FF9F5C6DA9;46000
430FB0CB-3734-1E18-80C1-AE6A0717A183;2020-01-25;max.mustermann@muster.com;CFR non-compliance;2;Repeated SAL violation on service delivery for two successive quarters;A0F4F6C5-13C1-192F-229D-C489EED39092;24000
431BCE47-A2E8-1474-2909-D0AC1E1A7B37;2019-01-25;max.mustermann@muster.com;CFR non-compliance;2;Violation of export and trade control with unauthorized downloads;33714FFE-A53B-0234-6994-ED4A115913C5;84000
